order_item_id,order_id,product_id,quantity,unit_price,discount_pct
221,74,8,3,91.47,0.0
222,74,86,3,118.78,0.0
223,74,47,4,144.15,10.0
224,75,37,-4,143.56,0.0
225,75,21,-1,68.66,0.0
226,75,94,-3,115.85,20.0
227,75,55,-4,172.28,0.0
228,76,26,4,138.84,0.0
229,76,24,4,140.86,0.0
230,77,4,2,193.39,0.0
231,77,1,4,52.08,0.0
232,78,4,3,193.39,0.0
233,78,16,1,47.12,0.0
234,79,89,1,190.17,10.0
235,79,16,2,47.12,0.0
236,79,48,2,126.95,0.0
237,79,66,2,150.49,0.0
238,80,38,3,122.19,0.0
239,81,70,3,71.14,10.0
240,81,42,3,164.24,0.0
241,82,18,3,57.52,0.0
242,83,65,2,128.61,5.0
243,83,29,1,182.29,0.0
244,84,40,2,195.69,10.0
245,84,89,3,190.17,0.0
246,84,47,3,144.15,0.0
247,85,17,4,209.57,0.0
248,85,27,1,112.42,0.0
249,85,11,4,41.29,5.0
250,86,8,1,91.47,0.0
251,86,61,1,13.74,5.0
252,86,16,1,47.12,15.0
253,86,33,2,56.06,0.0
254,86,6,2,198.49,0.0
255,87,45,2,242.85,0.0
256,87,46,1,109.69,0.0
257,87,21,1,68.66,0.0
258,87,65,2,128.61,20.0
259,87,94,2,115.85,15.0
260,88,47,4,144.15,0.0
261,88,90,3,124.02,0.0
262,88,76,2,146.51,5.0
263,88,24,-3,140.86,0.0
264,89,93,1,161.42,0.0
265,89,6,4,198.49,0.0
266,89,11,3,41.29,0.0
267,89,42,4,164.24,0.0
268,89,64,4,7.71,0.0
269,90,2,4,110.24,0.0
270,90,87,4,36.97,0.0
271,91,95,2,135.85,0.0
272,92,55,4,172.28,0.0
273,92,93,3,161.42,5.0
274,93,36,3,64.71,0.0
275,93,19,2,232.32,0.0
276,93,59,2,137.97,0.0
277,93,14,1,132.45,10.0
278,93,16,4,47.12,0.0
279,94,80,4,210.36,5.0
280,94,13,2,156.19,0.0
281,94,10,4,118.69,0.0
282,94,85,3,22.63,0.0
283,94,67,1,231.81,20.0
284,95,57,3,205.57,10.0
285,95,59,2,137.97,0.0
286,95,5,2,242.5,0.0
287,95,23,4,165.25,0.0
288,96,74,1,59.17,0.0
289,96,61,4,13.74,0.0
290,96,72,3,58.72,0.0
291,96,21,-1,68.66,0.0
292,96,65,1,128.61,0.0
293,97,8,2,91.47,0.0
294,97,85,3,22.63,0.0
295,97,32,1,130.85,10.0
296,98,59,4,137.97,0.0
297,99,49,3,51.93,0.0
298,99,74,4,59.17,0.0
299,99,50,2,249.28,0.0
300,100,56,1,16.47,10.0
301,100,26,2,138.84,0.0
302,100,64,1,7.71,0.0
303,101,13,4,156.19,0.0
304,101,76,3,146.51,5.0
305,101,44,3,83.73,0.0
306,101,35,3,26.29,0.0
307,101,9,3,137.06,0.0
308,102,3,2,5.21,0.0
309,102,81,2,243.31,0.0
310,103,94,3,115.85,0.0
311,103,81,3,243.31,0.0
312,103,8,1,91.47,10.0
313,103,67,3,231.81,0.0
314,103,26,3,138.84,0.0
315,104,60,4,174.68,0.0
316,104,63,1,99.0,0.0
317,104,72,3,58.72,0.0
318,105,93,4,161.42,0.0
319,106,86,4,118.78,15.0
320,106,85,2,22.63,0.0
321,106,12,1,127.97,0.0
322,107,16,4,47.12,10.0
323,107,41,2,105.88,15.0
324,107,43,2,16.37,0.0
325,107,75,2,227.7,0.0
326,107,95,3,135.85,0.0
327,108,41,4,105.88,0.0
328,109,40,1,195.69,10.0
329,109,3,1,5.21,0.0
330,109,83,2,48.63,0.0
331,110,31,3,101.08,15.0
332,110,57,-2,205.57,10.0
333,110,50,2,249.28,0.0
334,110,2,4,110.24,0.0
335,110,51,1,109.23,15.0
336,111,21,3,68.66,0.0
337,112,89,2,190.17,0.0
338,112,4,2,193.39,0.0
339,112,7,2,189.9,0.0
340,112,83,3,48.63,0.0
341,113,77,4,177.17,5.0
342,113,88,3,6.71,0.0
343,114,11,3,41.29,0.0
344,114,54,4,156.93,15.0
345,115,81,3,243.31,5.0
346,115,30,2,231.76,0.0
347,115,12,4,127.97,0.0
348,115,60,2,174.68,0.0
349,115,26,3,138.84,0.0
350,116,16,2,47.12,15.0
351,116,29,3,182.29,0.0
352,116,92,4,80.29,0.0
353,116,27,4,112.42,10.0
354,117,19,2,232.32,15.0
355,117,4,3,193.39,0.0
356,117,38,-1,122.19,0.0
357,117,34,3,230.02,0.0
358,118,10,1,118.69,0.0
359,118,13,2,156.19,0.0
360,118,72,3,58.72,20.0
361,119,51,2,109.23,20.0
362,119,86,1,118.78,0.0
363,119,48,3,126.95,0.0
364,120,56,1,16.47,20.0
365,120,19,4,232.32,10.0
366,120,34,3,230.02,5.0
367,120,15,4,82.54,0.0
368,120,41,3,105.88,0.0
369,121,20,4,234.75,0.0
370,121,72,2,58.72,0.0
371,121,85,2,22.63,0.0
372,121,82,3,233.51,0.0
373,122,91,4,103.0,0.0
374,122,72,2,58.72,0.0
375,122,63,1,99.0,0.0
376,123,73,2,97.41,0.0
377,123,85,1,22.63,0.0
378,123,75,2,227.7,0.0
379,124,4,1,193.39,0.0
380,124,37,1,143.56,10.0
381,124,88,2,6.71,0.0
382,125,77,3,177.17,0.0
383,125,85,4,22.63,5.0
384,125,1,-2,52.08,0.0
385,126,78,2,244.02,0.0
386,126,49,4,51.93,0.0
387,126,12,2,127.97,0.0
388,126,52,4,107.61,0.0
389,126,33,2,56.06,0.0
390,127,46,1,109.69,0.0
391,127,86,4,118.78,0.0
392,128,79,4,81.42,0.0
393,128,24,3,140.86,20.0
394,128,56,2,16.47,0.0
395,129,56,2,16.47,20.0
396,129,11,3,41.29,10.0
397,129,62,4,155.64,0.0
398,129,39,1,150.02,0.0
399,130,60,3,174.68,0.0
400,131,23,1,165.25,0.0
401,131,24,3,140.86,0.0
402,131,51,4,109.23,5.0
403,131,6,4,198.49,0.0
404,132,78,3,244.02,10.0
405,133,2,2,110.24,0.0
406,134,80,4,210.36,10.0
407,134,79,1,81.42,0.0
408,134,47,1,144.15,0.0
409,135,84,4,143.06,10.0
410,135,31,2,101.08,0.0
411,136,20,4,234.75,20.0
412,136,95,4,135.85,0.0
413,137,7,4,189.9,20.0
414,137,43,4,16.37,5.0
415,137,2,3,110.24,0.0
416,137,14,4,132.45,0.0
417,138,3,1,5.21,0.0
418,138,55,4,172.28,10.0
419,138,74,1,59.17,0.0
420,138,41,3,105.88,0.0
421,138,71,4,249.99,0.0
422,139,65,3,128.61,15.0
423,139,29,4,182.29,0.0
424,140,61,-2,13.74,5.0
425,140,21,-4,68.66,0.0
426,140,80,-4,210.36,0.0
427,141,46,3,109.69,0.0
428,142,56,2,16.47,0.0
429,142,15,2,82.54,0.0
430,142,80,3,210.36,5.0
431,143,86,4,118.78,20.0
432,143,14,1,132.45,20.0
433,143,91,1,103.0,10.0
434,143,7,1,189.9,0.0
435,143,57,2,205.57,0.0
436,144,64,3,7.71,0.0
437,144,94,2,115.85,0.0
438,144,13,2,156.19,0.0
439,144,20,4,234.75,5.0
440,144,83,1,48.63,0.0
441,145,48,3,126.95,0.0
442,145,92,2,80.29,0.0
443,145,54,4,156.93,5.0
444,146,4,1,193.39,5.0
445,146,57,1,205.57,0.0
446,146,19,3,232.32,0.0
447,147,74,3,59.17,0.0
448,147,8,3,91.47,5.0
449,148,90,4,124.02,0.0
450,148,52,4,107.61,0.0
451,149,50,2,249.28,0.0
452,149,93,3,161.42,0.0
453,149,95,3,135.85,0.0
454,150,39,4,150.02,20.0
455,150,93,1,161.42,5.0
456,151,84,1,143.06,0.0
457,152,92,2,80.29,0.0
458,152,81,3,243.31,0.0
459,152,86,2,118.78,5.0
460,152,69,2,89.92,0.0
461,152,77,2,177.17,10.0
462,153,11,2,41.29,0.0
463,153,12,4,127.97,0.0
464,153,8,4,91.47,0.0
465,153,55,4,172.28,10.0
466,154,21,4,68.66,0.0
467,154,19,1,232.32,0.0
468,154,65,1,128.61,15.0
469,154,17,3,209.57,0.0
470,155,67,2,231.81,0.0
471,156,19,4,232.32,0.0
472,156,76,3,146.51,10.0
473,157,45,3,242.85,0.0
474,157,9,3,137.06,5.0
475,157,6,4,198.49,10.0
476,157,54,2,156.93,5.0
477,157,62,4,155.64,5.0
478,158,53,1,8.98,20.0
479,158,50,4,249.28,5.0
480,158,30,1,231.76,10.0
481,158,51,1,109.23,0.0
482,158,44,3,83.73,0.0
483,159,74,4,59.17,0.0
484,159,7,1,189.9,0.0
485,159,73,2,97.41,20.0
486,159,67,3,231.81,5.0
487,159,25,2,169.6,10.0
488,160,76,3,146.51,0.0
489,160,6,4,198.49,0.0
490,160,63,3,99.0,0.0
491,160,3,1,5.21,0.0
492,161,12,4,127.97,0.0
493,161,20,1,234.75,0.0
494,161,40,3,195.69,0.0
495,162,42,1,164.24,0.0
496,162,34,2,230.02,0.0
497,162,49,4,51.93,15.0
498,162,16,3,47.12,0.0
499,163,82,1,233.51,0.0
500,163,30,2,231.76,0.0
501,163,3,4,5.21,0.0
502,163,35,2,26.29,5.0
503,164,72,4,58.72,20.0
504,164,58,3,114.17,0.0
505,164,6,2,198.49,0.0
506,164,1,4,52.08,0.0
507,165,66,1,150.49,0.0
508,165,37,4,143.56,0.0
509,165,6,2,198.49,5.0
510,165,21,3,68.66,10.0
511,165,95,2,135.85,0.0
512,166,32,3,130.85,0.0
513,166,85,3,22.63,0.0
514,166,42,2,164.24,0.0
515,167,72,4,58.72,0.0
516,167,90,1,124.02,0.0
517,167,91,4,103.0,0.0
518,167,63,3,99.0,20.0
519,168,60,3,174.68,15.0
520,169,12,3,127.97,10.0
521,169,79,2,81.42,0.0
522,170,1,4,52.08,0.0
523,170,26,3,138.84,0.0
524,171,73,1,97.41,0.0
525,171,23,2,165.25,10.0
526,171,9,3,137.06,0.0
527,171,76,1,146.51,20.0
528,171,17,3,209.57,0.0
529,172,36,4,64.71,0.0
530,172,16,1,47.12,10.0
531,172,88,2,6.71,0.0
532,172,67,4,231.81,0.0
533,173,4,1,193.39,15.0
534,173,95,2,135.85,0.0
535,173,29,3,182.29,0.0
536,173,89,1,190.17,0.0
537,173,55,4,172.28,10.0
538,174,31,2,101.08,15.0
539,174,44,4,83.73,5.0
540,174,7,4,189.9,0.0
541,174,43,1,16.37,20.0
542,175,8,4,91.47,0.0
543,175,39,1,150.02,0.0
544,175,79,3,81.42,10.0
545,175,81,4,243.31,0.0
546,176,59,4,137.97,0.0
547,177,59,3,137.97,0.0
548,178,25,3,169.6,0.0
549,178,74,4,59.17,5.0
550,178,17,4,209.57,0.0
551,178,82,2,233.51,5.0
552,178,66,1,150.49,0.0
553,179,19,3,232.32,0.0
554,179,61,1,13.74,0.0
555,179,40,2,195.69,0.0
556,179,78,1,244.02,0.0
557,179,44,2,83.73,20.0
558,180,77,3,177.17,0.0
559,180,89,4,190.17,0.0
560,180,43,1,16.37,0.0
561,180,75,1,227.7,0.0
562,181,31,3,101.08,10.0
563,181,62,4,155.64,0.0
564,182,72,1,58.72,0.0
565,183,26,-2,138.84,0.0
566,184,26,2,138.84,10.0
567,184,3,1,5.21,0.0
568,185,59,3,137.97,15.0
569,185,31,4,101.08,0.0
570,185,48,2,126.95,0.0
571,186,77,2,177.17,15.0
572,186,55,2,172.28,10.0
573,186,82,3,233.51,5.0
574,187,63,1,99.0,0.0
575,187,27,4,112.42,5.0
576,187,94,3,115.85,0.0
577,187,11,4,41.29,0.0
578,187,61,3,13.74,0.0
579,188,82,2,233.51,0.0
580,188,75,2,227.7,0.0
581,188,84,2,143.06,0.0
582,188,5,3,242.5,0.0
583,189,18,1,57.52,0.0
584,190,80,4,210.36,0.0
585,190,44,4,83.73,0.0
586,190,55,4,172.28,0.0
587,190,58,4,114.17,0.0
588,190,60,1,174.68,0.0
589,191,36,2,64.71,0.0
590,192,87,3,36.97,0.0
591,192,43,3,16.37,0.0
592,193,37,4,143.56,5.0
593,193,45,1,242.85,0.0
594,193,52,2,107.61,0.0
595,194,93,3,161.42,10.0
596,194,60,4,174.68,5.0
597,194,44,4,83.73,0.0
598,194,11,4,41.29,10.0
599,195,64,3,7.71,0.0
600,196,42,1,164.24,0.0
601,196,76,3,146.51,5.0
602,196,3,4,5.21,0.0
603,197,43,4,16.37,0.0
604,198,5,4,242.5,0.0
605,198,89,2,190.17,0.0
606,199,59,1,137.97,0.0
607,200,17,4,209.57,0.0
608,201,56,4,16.47,0.0
609,201,91,3,103.0,0.0
610,201,86,4,118.78,0.0
611,202,68,4,85.39,0.0
612,202,43,1,16.37,5.0
613,203,79,2,81.42,10.0
614,203,23,4,165.25,0.0
615,203,54,2,156.93,0.0
616,203,32,1,130.85,0.0
617,204,38,2,122.19,15.0
618,204,86,4,118.78,20.0
619,204,9,1,137.06,20.0
620,204,90,1,124.02,5.0
621,204,93,3,161.42,0.0
622,205,10,4,118.69,0.0
623,206,91,2,103.0,0.0
624,207,92,2,80.29,0.0
625,207,57,3,205.57,10.0
626,208,69,4,89.92,0.0
627,209,28,1,83.19,10.0
628,209,92,2,80.29,0.0
629,210,89,1,190.17,0.0
630,210,40,4,195.69,5.0
631,210,57,2,205.57,0.0
632,210,7,2,189.9,0.0
633,211,29,1,182.29,5.0
634,212,42,3,164.24,0.0
635,213,30,2,231.76,0.0
636,214,50,2,249.28,0.0
637,215,6,4,198.49,0.0
638,215,9,4,137.06,20.0
639,215,28,1,83.19,5.0
640,216,87,2,36.97,0.0
641,216,89,3,190.17,20.0
642,216,18,4,57.52,0.0
643,216,43,1,16.37,0.0
644,217,76,1,146.51,0.0
645,217,91,4,103.0,5.0
646,217,2,1,110.24,0.0
647,217,30,3,231.76,0.0
648,217,3,2,5.21,0.0
649,218,95,3,135.85,0.0
650,218,43,1,16.37,0.0
651,218,18,4,57.52,0.0
652,218,36,3,64.71,5.0
653,219,7,2,189.9,0.0
654,219,86,4,118.78,0.0
655,219,32,2,130.85,0.0
656,219,88,1,6.71,0.0
657,219,90,4,124.02,0.0
658,220,23,-2,165.25,0.0
659,221,78,3,244.02,0.0
660,221,32,4,130.85,20.0
661,222,49,4,51.93,0.0
662,222,22,4,240.26,5.0
663,222,61,4,13.74,0.0
664,222,57,4,205.57,0.0
665,223,33,4,56.06,0.0
666,223,49,3,51.93,0.0
667,224,20,1,234.75,0.0
668,224,25,3,169.6,0.0
669,225,83,4,48.63,20.0
670,225,76,1,146.51,0.0
671,225,10,2,118.69,20.0
672,226,84,4,143.06,5.0
673,227,34,4,230.02,15.0
674,227,78,2,244.02,0.0
675,228,83,4,48.63,0.0
676,229,33,4,56.06,0.0
677,229,89,4,190.17,5.0
678,229,39,1,150.02,0.0
679,229,65,3,128.61,10.0
680,230,22,-4,240.26,0.0
681,231,23,2,165.25,5.0
682,231,48,2,126.95,0.0
683,232,8,2,91.47,0.0
684,232,24,4,140.86,0.0
685,233,16,1,47.12,0.0
686,233,36,4,64.71,0.0
687,233,9,1,137.06,0.0
688,233,44,3,83.73,5.0
689,234,1,4,52.08,0.0
690,234,49,3,51.93,0.0
691,234,78,3,244.02,0.0
692,234,67,3,231.81,20.0
693,234,35,2,26.29,15.0
694,235,1,4,52.08,10.0
695,236,68,3,85.39,20.0
696,237,53,3,8.98,0.0
697,237,85,3,22.63,10.0
698,237,25,3,169.6,0.0
699,237,1,2,52.08,0.0
700,237,82,4,233.51,5.0
701,238,38,2,122.19,10.0
702,238,78,1,244.02,0.0
703,238,25,1,169.6,0.0
704,238,92,4,80.29,0.0
705,239,22,1,240.26,0.0
706,239,85,1,22.63,0.0
707,240,86,4,118.78,0.0
708,240,16,3,47.12,10.0
709,240,18,1,57.52,0.0
710,240,69,4,89.92,15.0
711,241,34,-3,230.02,0.0
712,241,15,2,82.54,0.0
713,242,40,1,195.69,0.0
714,243,85,4,22.63,0.0
715,243,78,4,244.02,0.0
716,243,76,3,146.51,10.0
717,243,29,4,182.29,0.0
718,243,14,2,132.45,0.0
719,244,65,3,128.61,20.0
720,244,89,4,190.17,0.0
721,244,16,2,47.12,0.0
722,245,90,1,124.02,15.0
723,245,95,2,135.85,10.0
724,246,44,3,83.73,5.0
725,246,55,4,172.28,0.0
726,246,87,3,36.97,0.0
727,246,61,2,13.74,5.0
728,247,91,3,103.0,0.0
729,248,19,2,232.32,5.0
730,248,27,1,112.42,0.0
731,248,28,1,83.19,0.0
732,249,61,1,13.74,20.0
733,249,23,3,165.25,0.0
734,249,7,2,189.9,0.0
735,250,39,4,150.02,5.0
736,250,89,1,190.17,5.0
737,250,77,4,177.17,0.0
738,250,23,4,165.25,0.0
739,251,29,3,182.29,0.0
740,251,3,1,5.21,5.0
741,251,76,2,146.51,0.0
742,251,74,4,59.17,0.0
743,251,62,2,155.64,0.0
744,252,51,4,109.23,0.0
745,253,77,-2,177.17,0.0
746,253,89,-3,190.17,0.0
747,254,11,1,41.29,0.0
748,255,39,3,150.02,0.0
749,255,6,4,198.49,0.0
750,256,66,1,150.49,0.0
751,256,27,2,112.42,0.0
752,256,89,2,190.17,20.0
753,256,13,2,156.19,0.0
754,256,85,3,22.63,0.0
755,257,52,1,107.61,15.0
756,257,59,4,137.97,15.0
757,258,92,2,80.29,0.0
758,258,48,2,126.95,0.0
759,259,16,4,47.12,0.0
760,259,69,1,89.92,0.0
761,259,15,3,82.54,5.0
762,260,49,1,51.93,0.0
763,260,14,3,132.45,0.0
764,261,71,1,249.99,10.0
765,261,35,2,26.29,0.0
766,261,78,4,244.02,0.0
767,262,34,2,230.02,0.0
768,262,2,2,110.24,0.0
769,263,54,3,156.93,0.0
770,263,91,3,103.0,0.0
771,263,59,2,137.97,10.0
772,263,24,3,140.86,0.0
773,263,57,1,205.57,0.0
774,264,71,4,249.99,0.0
775,264,64,2,7.71,0.0
776,264,2,1,110.24,0.0
777,265,32,1,130.85,20.0
778,265,95,-2,135.85,0.0
779,265,85,2,22.63,20.0
780,266,87,1,36.97,0.0
781,266,32,4,130.85,0.0
782,266,70,2,71.14,0.0
783,267,60,4,174.68,0.0
784,268,1,3,52.08,10.0
785,269,26,2,138.84,0.0
786,269,11,4,41.29,0.0
787,269,68,3,85.39,0.0
788,269,66,4,150.49,0.0
789,270,85,3,22.63,5.0
790,270,57,1,205.57,0.0
791,270,21,2,68.66,0.0
792,270,18,3,57.52,0.0
793,271,62,-3,155.64,0.0
794,271,86,4,118.78,5.0
795,272,3,2,5.21,0.0
796,273,77,4,177.17,0.0
797,273,95,4,135.85,0.0
798,273,2,4,110.24,0.0
799,273,56,2,16.47,5.0
800,274,26,2,138.84,0.0
801,274,61,2,13.74,0.0
802,274,91,2,103.0,0.0
803,274,14,3,132.45,20.0
804,275,49,4,51.93,0.0
805,276,55,3,172.28,0.0
806,276,83,3,48.63,5.0
807,276,7,2,189.9,0.0
808,276,39,1,150.02,0.0
809,276,15,1,82.54,0.0
810,277,56,2,16.47,0.0
811,278,88,2,6.71,0.0
812,279,27,1,112.42,10.0
813,279,75,2,227.7,0.0
814,279,50,1,249.28,0.0
815,280,80,2,210.36,0.0
816,280,44,-2,83.73,0.0
817,280,39,3,150.02,5.0
818,280,93,3,161.42,0.0
819,280,61,1,13.74,0.0
820,281,90,1,124.02,20.0
821,281,17,1,209.57,5.0
822,281,38,2,122.19,5.0
823,282,57,4,205.57,0.0
824,282,66,-3,150.49,0.0
825,283,91,2,103.0,0.0
826,283,93,3,161.42,0.0
827,283,68,2,85.39,0.0
828,283,34,2,230.02,0.0
829,283,39,2,150.02,15.0
830,284,69,1,89.92,0.0
831,284,15,3,82.54,0.0
832,285,42,1,164.24,0.0
833,285,8,-3,91.47,20.0
834,285,81,1,243.31,0.0
835,286,29,-4,182.29,0.0
836,286,42,4,164.24,15.0
837,286,35,1,26.29,0.0
838,286,27,-2,112.42,0.0
839,287,51,2,109.23,0.0
840,287,88,1,6.71,0.0
841,288,94,1,115.85,0.0
842,288,2,1,110.24,0.0
843,289,19,1,232.32,5.0
844,289,81,1,243.31,20.0
845,289,77,1,177.17,0.0
846,290,57,2,205.57,0.0
847,290,21,3,68.66,0.0
848,290,40,1,195.69,0.0
849,290,43,1,16.37,0.0
850,290,62,3,155.64,0.0
851,291,50,3,249.28,0.0
852,291,19,4,232.32,0.0
853,291,46,1,109.69,0.0
854,291,84,1,143.06,0.0
855,292,11,2,41.29,0.0
856,292,6,3,198.49,0.0
857,292,78,4,244.02,0.0
858,293,64,3,7.71,10.0
859,293,85,1,22.63,5.0
860,293,48,2,126.95,5.0
861,294,15,4,82.54,20.0
862,295,46,4,109.69,0.0
863,295,41,4,105.88,0.0
864,295,64,3,7.71,0.0
865,295,55,2,172.28,0.0
866,296,30,4,231.76,0.0
867,296,50,2,249.28,5.0
868,296,11,2,41.29,0.0
869,296,75,2,227.7,20.0
